ticker,industry,included,excluded
000890.SZ,6215,19990119,null
000892.SZ,6225,19990115,20010828
000892.SZ,6245,20010829,20140504
000892.SZ,6220,20140505,20160721
000892.SZ,6225,20160722,null
000893.SZ,6220,19981224,20091221
000893.SZ,6230,20091222,20180824
000893.SZ,6215,20180825,null
000895.SZ,6230,19981210,null
000897.SZ,6240,19990422,20120719
000897.SZ,6220,20120720,20140504
000897.SZ,6240,20140505,20170301
000897.SZ,6260,20170302,null
000898.SZ,6215,19970724,null
000899.SZ,6255,19971126,null
000900.SZ,6220,19990128,null
000901.SZ,6225,19990401,20140504
000901.SZ,6245,20140505,20170425
000901.SZ,6225,20170426,null
000902.SZ,6225,19990408,20140302
000902.SZ,6215,20140303,null
000903.SZ,6220,19990415,null
000905.SZ,6220,19990429,20041028
000905.SZ,6220,20041029,null
000906.SZ,6220,19990707,null
000908.SZ,6220,19990203,20141229
000908.SZ,6235,20141230,null
000909.SZ,6225,19990507,20100420
000909.SZ,6240,20100421,20130901
000909.SZ,6220,20130902,null
000910.SZ,6220,19990630,20060822
000910.SZ,6215,20060823,null
000911.SZ,6230,19990527,null
000912.SZ,6215,19990603,null
000913.SZ,6225,19990514,null
000915.SZ,6225,19990609,20020427
000915.SZ,6220,20020428,20100313
000915.SZ,6235,20100314,null
000916.SZ,6220,19990927,20171225
000917.SZ,6225,19990325,20170420
000917.SZ,6225,20170421,null
000918.SZ,6230,19990720,20091019
000918.SZ,6240,20091020,20170301
000918.SZ,6260,20170302,null
000919.SZ,6235,19991118,null
000920.SZ,6220,19990616,20040416
000920.SZ,6245,20040417,20050812
000920.SZ,6220,20050813,20150630
000920.SZ,6215,20150701,null
000921.SZ,6225,19960723,null
000922.SZ,6220,19990618,null
000923.SZ,6220,19990714,20180425
000923.SZ,6215,20180426,null
000925.SZ,6245,19990611,20090715
000925.SZ,6220,20090716,null
000926.SZ,6215,19990618,20071021
000926.SZ,6240,20071022,20170301
000926.SZ,6260,20170302,null
000927.SZ,6225,19990727,null
000928.SZ,6215,19990312,20141007
000928.SZ,6220,20141008,null
000929.SZ,6230,19990623,null
000930.SZ,6230,19990712,20080408
000930.SZ,6215,20080409,null
000931.SZ,6240,19990712,20070425
000931.SZ,6220,20070426,20080820
000931.SZ,6240,20080821,20170301
000931.SZ,6260,20170302,20170414
000931.SZ,6235,20170415,null
000932.SZ,6215,19990803,null
000933.SZ,6210,19990831,20100323
000933.SZ,6215,20100324,null
000935.SZ,6215,19990824,null
000936.SZ,6215,19990810,null
000937.SZ,6210,19990909,null
000938.SZ,6245,19991104,null
000939.SZ,6220,19990923,20100120
000939.SZ,6210,20100121,20140427
000939.SZ,6255,20140428,null
000948.SZ,6245,19991014,20040424
000948.SZ,6220,20040425,20140504
000948.SZ,6245,20140505,null
000949.SZ,6215,19991021,null
000950.SZ,6215,19990916,20171012
000950.SZ,6235,20171013,null
000951.SZ,6225,19991125,20040427
000951.SZ,6220,20040428,null
000952.SZ,6235,19991112,null
000953.SZ,6215,19991202,null
000955.SZ,6215,19991209,20100829
000955.SZ,6225,20100830,null
000956.SZ,6210,19991110,20060421
000957.SZ,6225,20000113,null
000958.SZ,6255,19991223,20200424
000958.SZ,6240,20200425,null
000959.SZ,6215,19991216,null
000960.SZ,6215,20000221,null
000961.SZ,6215,20000301,20090714
000961.SZ,6220,20090715,20170424
000961.SZ,6260,20170425,null
000962.SZ,6215,20000120,null
000963.SZ,6235,20000127,null
000965.SZ,6215,20000406,20080328
000965.SZ,6240,20080329,20170301
000965.SZ,6260,20170302,null
000966.SZ,6255,20000316,null
000967.SZ,6220,20000330,20070427
000967.SZ,6220,20070428,20190418
000967.SZ,6220,20190419,null
000968.SZ,6210,20000622,20161130
000968.SZ,6210,20161201,null
000969.SZ,6215,20000529,null
000970.SZ,6215,20000420,null
000971.SZ,6225,20000427,20151102
000971.SZ,6245,20151103,null
000972.SZ,6230,20000926,null
000973.SZ,6215,20000525,null
000975.SZ,6255,20000608,20030320
000975.SZ,6255,20030321,20070412
000975.SZ,6220,20070413,20080814
000975.SZ,6215,20080815,20100422
000975.SZ,6225,20100423,20130131
000975.SZ,6215,20130201,20180827
000975.SZ,6215,20180828,null
000976.SZ,6215,20000601,20171009
000976.SZ,6220,20171010,null
000977.SZ,6245,20000608,null
000978.SZ,6225,20000518,null
000979.SZ,6215,20000616,20080813
000979.SZ,6215,20080814,20100208
000979.SZ,6240,20100209,20170301
000979.SZ,6260,20170302,null
000980.SZ,6225,20000616,20170606
000980.SZ,6225,20170607,null
000981.SZ,6245,20000622,20070815
000981.SZ,6225,20070816,20110825
000981.SZ,6240,20110826,20170301
000981.SZ,6260,20170302,20180403
000981.SZ,6225,20180404,null
000982.SZ,6225,20000706,null
000983.SZ,6210,20000726,null
000985.SZ,6215,20000726,null
000987.SZ,6225,20000718,20160727
000987.SZ,6240,20160728,20190322
000987.SZ,6240,20190323,null
000988.SZ,6245,20000608,null
000989.SZ,6235,20000628,null
000990.SZ,6230,20000706,20020806
000990.SZ,6235,20020807,20140504
000990.SZ,6215,20140505,null
000993.SZ,6255,20000731,null
000995.SZ,6230,20000807,null
000996.SZ,6225,20000718,null
000997.SZ,6245,20000807,null
000998.SZ,6230,20001211,null
000999.SZ,6235,20000309,null
001201.SZ,6230,20121123,null
001202.SZ,6220,20160728,null
001203.SZ,6215,20200624,null
001205.SZ,6220,20150626,null
001206.SZ,6230,20160831,null
001696.SZ,6215,19970306,20020826
001696.SZ,6225,20020827,null
001872.SZ,6220,19930505,null
001896.SZ,6255,19980122,null
001914.SZ,6225,19940928,20070821
001914.SZ,6240,20070822,20170301
001914.SZ,6260,20170302,null
001965.SZ,6220,20171225,null
001979.SZ,6240,20151230,20170301
001979.SZ,6260,20170302,null
002001.SZ,6235,20040625,null
002002.SZ,6215,20040625,null
002003.SZ,6225,20040625,null
002004.SZ,6235,20040625,20130228
002004.SZ,6215,20130301,null
002005.SZ,6245,20040625,null
002006.SZ,6220,20040625,null
002007.SZ,6235,20040625,null
002008.SZ,6245,20040625,null
002009.SZ,6220,20040629,null
002010.SZ,6215,20040629,20180416
002010.SZ,6220,20180417,null
002011.SZ,6220,20040705,null
002012.SZ,6215,20040705,null
002013.SZ,6225,20040705,20140331
002013.SZ,6220,20140401,null
002014.SZ,6215,20040708,null
002015.SZ,6225,20040708,20190527
002015.SZ,6255,20190528,null
002016.SZ,6235,20040708,20080801
002016.SZ,6240,20080802,20170301
002016.SZ,6260,20170302,null
002017.SZ,6245,20040713,null
002018.SZ,6215,20040713,20160229
002018.SZ,6210,20160301,null
002019.SZ,6235,20040713,null
002020.SZ,6235,20040715,null
002021.SZ,6220,20040715,null
002022.SZ,6235,20040721,null
002023.SZ,6220,20040721,null
002024.SZ,6225,20040721,null
002025.SZ,6245,20040726,null
002026.SZ,6220,20040727,null
002027.SZ,6245,20040804,20151116
002027.SZ,6225,20151117,null
002028.SZ,6220,20040805,null
002029.SZ,6225,20040806,null
002030.SZ,6235,20040809,null
002031.SZ,6220,20040816,null
002032.SZ,6225,20040817,null
002033.SZ,6225,20040825,null
002034.SZ,6225,20040826,20171011
002034.SZ,6220,20171012,null
002035.SZ,6225,20040901,null
002036.SZ,6225,20040903,20150929
002036.SZ,6245,20150930,null
002037.SZ,6215,20040908,null
002038.SZ,6235,20040909,null
002039.SZ,6255,20050303,null
002040.SZ,6220,20050325,null
002041.SZ,6230,20050418,null
002042.SZ,6225,20050427,null
002043.SZ,6215,20050510,null
002044.SZ,6225,20050518,20150629
002044.SZ,6235,20150630,null
002045.SZ,6225,20050523,null
002046.SZ,6220,20050526,null
002047.SZ,6225,20050531,20140101
002047.SZ,6220,20140102,null
002048.SZ,6225,20050603,null
002049.SZ,6245,20050606,null
002050.SZ,6220,20050607,null
002051.SZ,6220,20060619,null
002052.SZ,6225,20060627,null
002053.SZ,6215,20060627,20160818
002053.SZ,6215,20160819,null
002054.SZ,6215,20060725,null
002055.SZ,6245,20060725,null
002056.SZ,6215,20060802,null
002057.SZ,6215,20060802,null
002058.SZ,6220,20060802,null
002059.SZ,6225,20060810,null
002060.SZ,6220,20060810,null
002061.SZ,6215,20060816,20180330
002061.SZ,6220,20180331,null
002062.SZ,6220,20060816,null
002063.SZ,6245,20060823,null
002064.SZ,6215,20060823,null
002065.SZ,6245,20060823,20160425
002065.SZ,6245,20160426,null
002066.SZ,6215,20060823,null
002067.SZ,6215,20060915,null
002068.SZ,6215,20060915,null
002069.SZ,6230,20060928,null
002070.SZ,6225,20061012,20180508
002070.SZ,6215,20180509,20190709
002070.SZ,6215,20190710,null
002071.SZ,6220,20061012,20140504
002071.SZ,6225,20140505,null
002072.SZ,6225,20061018,20141123
002072.SZ,6245,20141124,null
002073.SZ,6245,20061018,20100331
002073.SZ,6220,20100401,null
002074.SZ,6220,20061018,null
002075.SZ,6215,20061025,20100630
002075.SZ,6215,20100701,null
002076.SZ,6225,20061025,null
002077.SZ,6220,20061116,20140504
002077.SZ,6240,20140505,20170301
002077.SZ,6260,20170302,null
002078.SZ,6215,20061116,null
002079.SZ,6245,20061116,null
002080.SZ,6215,20061120,null
002081.SZ,6220,20061120,null
002082.SZ,6215,20061120,20210413
002082.SZ,6235,20210414,null
002083.SZ,6225,20061124,null
002084.SZ,6220,20061124,null
002085.SZ,6225,20061128,null
002086.SZ,6230,20061128,null
002087.SZ,6225,20061130,null
002088.SZ,6215,20061130,null
002089.SZ,6245,20061130,null
002090.SZ,6245,20061208,20110328
002090.SZ,6220,20110329,null
002091.SZ,6220,20061208,null
002092.SZ,6215,20061208,null
002093.SZ,6245,20061215,null
002094.SZ,6225,20061215,20110724
002094.SZ,6230,20110725,null
002095.SZ,6245,20061215,null
002096.SZ,6215,20061222,null
002097.SZ,6220,20061222,null
002098.SZ,6225,20061222,null
002099.SZ,6235,20061226,null
002100.SZ,6230,20061226,null
002101.SZ,6220,20061229,20140504
002101.SZ,6225,20140505,null
002102.SZ,6225,20061229,20160821
002102.SZ,6235,20160822,null
002103.SZ,6220,20070110,20150323
002103.SZ,6245,20150324,null
002104.SZ,6245,20070110,null
002105.SZ,6225,20070112,null
002106.SZ,6245,20070112,null
002107.SZ,6235,20070124,null
002108.SZ,6215,20070124,null
002109.SZ,6215,20070126,null
002110.SZ,6215,20070126,null
002111.SZ,6220,20070126,null
002112.SZ,6220,20070208,null
002113.SZ,6215,20070208,20140504
002113.SZ,6240,20140505,20160217
002113.SZ,6245,20160218,null
002114.SZ,6215,20070215,null
002115.SZ,6245,20070215,20180829
002115.SZ,6225,20180830,null
002116.SZ,6220,20070215,null
002117.SZ,6220,20070302,null
002118.SZ,6235,20070302,null
002119.SZ,6245,20070302,null
002120.SZ,6225,20070306,20161108
002120.SZ,6220,20161109,null
002121.SZ,6220,20070306,null
002122.SZ,6220,20070328,null
002123.SZ,6220,20070328,20170817
002123.SZ,6245,20170818,null
002124.SZ,6230,20070403,null
002125.SZ,6215,20070403,null
002126.SZ,6225,20070418,null
002127.SZ,6215,20070418,20151125
002127.SZ,6225,20151126,null
002128.SZ,6210,20070418,20190822
002128.SZ,6215,20190823,null
002129.SZ,6245,20070420,null
002130.SZ,6220,20070420,null
002131.SZ,6220,20070427,20160418
002131.SZ,6225,20160419,null
002132.SZ,6215,20070427,null
002133.SZ,6240,20070427,20170301
002133.SZ,6260,20170302,null
002134.SZ,6245,20070516,null
002135.SZ,6220,20070530,null
002136.SZ,6215,20070530,null
002137.SZ,6225,20070613,null
002138.SZ,6245,20070613,null
002139.SZ,6245,20070629,null
002140.SZ,6220,20070712,null
002141.SZ,6220,20070720,null
002142.SZ,6240,20070719,null
002143.SZ,6230,20070720,20141113
002143.SZ,6225,20141114,null
002144.SZ,6225,20070803,null
002145.SZ,6215,20070803,null
002146.SZ,6240,20070808,20170301
002146.SZ,6260,20170302,null
002147.SZ,6220,20070808,20160127
002147.SZ,6240,20160128,20170301
002147.SZ,6260,20170302,null
002148.SZ,6245,20070810,null
002149.SZ,6215,20070810,null
002150.SZ,6220,20070810,null
002151.SZ,6220,20070813,null
002152.SZ,6245,20070813,null
002153.SZ,6245,20070813,null
002154.SZ,6225,20070816,null
002155.SZ,6215,20070816,null
002156.SZ,6245,20070816,null
002157.SZ,6230,20070817,null
002158.SZ,6220,20070817,null
002159.SZ,6225,20070817,null
002160.SZ,6215,20070821,null
002161.SZ,6245,20070821,null
002162.SZ,6220,20070823,null
002163.SZ,6220,20070823,null
002164.SZ,6220,20070823,20180425
002164.SZ,6220,20180426,20181230
002164.SZ,6220,20181231,null
002165.SZ,6215,20070913,null
002166.SZ,6235,20070913,null
002167.SZ,6215,20070913,null
002168.SZ,6220,20070919,20190212
002168.SZ,6245,20190213,null
002169.SZ,6220,20070919,null
002170.SZ,6215,20070919,null
002171.SZ,6215,20070921,null
002172.SZ,6215,20070921,20180907
002172.SZ,6235,20180908,null
002173.SZ,6225,20070925,20160621
002173.SZ,6235,20160622,null
002174.SZ,6225,20070925,20140602
002174.SZ,6245,20140603,null
002175.SZ,6220,20071012,20150712
002175.SZ,6225,20150713,20180821
002175.SZ,6220,20180822,null
002176.SZ,6220,20071012,20160202
002176.SZ,6220,20160203,null
002177.SZ,6245,20071101,null
002178.SZ,6245,20071101,null
002179.SZ,6245,20071101,null
002180.SZ,6220,20071113,20140831
002180.SZ,6245,20140901,null
002181.SZ,6220,20071116,20120827
002181.SZ,6225,20120828,20170418
002181.SZ,6225,20170419,null
002182.SZ,6215,20071113,null
002183.SZ,6220,20071113,null
002184.SZ,6220,20071116,null
002185.SZ,6245,20071120,null
002186.SZ,6225,20071120,null
002187.SZ,6225,20071122,null
002188.SZ,6245,20071122,20160121
002188.SZ,6225,20160122,20190130
002188.SZ,6245,20190131,null
002189.SZ,6245,20071203,null
002190.SZ,6220,20071203,20200401
002190.SZ,6225,20200402,null
002191.SZ,6220,20071205,null
002192.SZ,6215,20071205,20160121
002192.SZ,6215,20160122,null
002193.SZ,6225,20071207,null
002194.SZ,6245,20071207,null
002195.SZ,6245,20071212,20150312
002195.SZ,6245,20150313,null
002196.SZ,6220,20071212,null
002197.SZ,6245,20071218,null
002198.SZ,6235,20071218,null
002199.SZ,6245,20071221,null
002200.SZ,6220,20071221,null
002201.SZ,6215,20071226,null
002202.SZ,6220,20071226,null
002203.SZ,6215,20080116,null
002204.SZ,6220,20080116,null
002205.SZ,6220,20080123,null
002206.SZ,6215,20080123,null
002207.SZ,6210,20080128,null
002208.SZ,6240,20080128,20170301
002208.SZ,6260,20170302,null
002209.SZ,6220,20080130,null
002210.SZ,6220,20080130,null
002211.SZ,6215,20080201,null
002212.SZ,6220,20080201,null
002213.SZ,6225,20080201,null
002214.SZ,6245,20080218,null
002215.SZ,6215,20080218,null
002216.SZ,6230,20080220,null
002217.SZ,6215,20080220,20140831
002217.SZ,6245,20140901,null
002218.SZ,6245,20080228,null
002219.SZ,6235,20080306,null
002220.SZ,6230,20080228,null
002221.SZ,6210,20080306,null
002222.SZ,6245,20080319,null
002223.SZ,6235,20080418,null
002224.SZ,6215,20080425,null
002225.SZ,6215,20080425,null
002226.SZ,6215,20080506,null
002227.SZ,6220,20080506,null
002228.SZ,6215,20080508,null
002229.SZ,6220,20080508,null
002230.SZ,6245,20080512,null
002231.SZ,6245,20080512,null
002232.SZ,6245,20080509,null
002233.SZ,6215,20080516,null
002234.SZ,6230,20080516,null
002235.SZ,6215,20080516,20180809
002235.SZ,6245,20180810,20200428
002235.SZ,6215,20200429,null
002236.SZ,6245,20080520,null
002237.SZ,6215,20080520,null
002238.SZ,6225,20080526,null
002239.SZ,6225,20080522,20150510
002239.SZ,6225,20150511,null
002240.SZ,6215,20080523,20210114
002240.SZ,6215,20210115,null
002241.SZ,6245,20080522,20150330
002241.SZ,6245,20150331,null
002242.SZ,6225,20080528,null
002243.SZ,6215,20080528,null
002244.SZ,6240,20080529,20170301
002244.SZ,6260,20170302,null
002245.SZ,6220,20080605,null
002246.SZ,6215,20080605,null
002247.SZ,6215,20080612,20160918
002247.SZ,6245,20160919,20170829
002247.SZ,6225,20170830,null
002248.SZ,6220,20080612,null
002249.SZ,6220,20080619,null
002250.SZ,6215,20080619,null
002251.SZ,6230,20080619,null
002252.SZ,6235,20080623,null
002253.SZ,6245,20080623,null
002254.SZ,6215,20080625,null
002255.SZ,6220,20080625,null
002256.SZ,6215,20080625,20180828
002256.SZ,6255,20180829,null
002258.SZ,6215,20080708,null
002259.SZ,6215,20080716,20161228
002259.SZ,6255,20161229,null
002260.SZ,6225,20080716,20150701
002260.SZ,6220,20150702,20181230
002260.SZ,6225,20181231,null
002261.SZ,6250,20080723,20150125
002261.SZ,6225,20150126,null
002262.SZ,6235,20080723,null
002263.SZ,6215,20080728,null
002264.SZ,6230,20080731,null
002265.SZ,6225,20080806,null
002266.SZ,6220,20080806,null
002267.SZ,6210,20080813,null
002268.SZ,6245,20080811,null
002269.SZ,6225,20080828,null
002270.SZ,6220,20080905,20160414
002270.SZ,6220,20160415,null
002271.SZ,6215,20080910,20140831
002271.SZ,6215,20140901,null
002272.SZ,6220,20080919,null
002273.SZ,6245,20080919,null
002274.SZ,6215,20080925,null
002275.SZ,6235,20090710,null
002276.SZ,6220,20090710,null
002277.SZ,6225,20090717,null
002278.SZ,6210,20090811,null
002279.SZ,6245,20090811,null
002280.SZ,6245,20090821,null
002281.SZ,6245,20090821,null
002282.SZ,6220,20090821,null
002283.SZ,6225,20090821,null
002284.SZ,6225,20090828,null
002285.SZ,6240,20090828,20170301
002285.SZ,6260,20170302,null
002286.SZ,6230,20090828,null
002287.SZ,6235,20090828,null
002288.SZ,6245,20090903,null
002289.SZ,6245,20090903,null
002290.SZ,6225,20090903,null
002291.SZ,6225,20090903,null
002292.SZ,6225,20090910,null
002293.SZ,6225,20090910,null
002294.SZ,6235,20090910,null
002295.SZ,6215,20090929,null
002296.SZ,6245,20090929,null
002297.SZ,6215,20090929,20120219
002297.SZ,6220,20120220,null
002298.SZ,6220,20090929,20160726
002298.SZ,6245,20160727,null
002299.SZ,6230,20091021,null
002300.SZ,6220,20091021,null
002301.SZ,6220,20091021,null
002302.SZ,6215,20091103,null
002303.SZ,6215,20091103,null
002304.SZ,6230,20091106,null
002305.SZ,6240,20091106,20170301
002305.SZ,6260,20170302,null
002306.SZ,6225,20091111,null
002307.SZ,6220,20091111,null
002308.SZ,6245,20091127,null
002309.SZ,6220,20091127,null
002310.SZ,6220,20091127,20170417
002310.SZ,6220,20170418,null
002311.SZ,6230,20091127,null
002312.SZ,6245,20091203,20150304
002312.SZ,6240,20150305,null
002313.SZ,6245,20091203,null
002314.SZ,6225,20091203,20151103
002314.SZ,6240,20151104,20170301
002314.SZ,6260,20170302,null
002315.SZ,6245,20091209,null
002316.SZ,6245,20091209,20180419
002316.SZ,6245,20180420,null
002317.SZ,6235,20091211,null
002318.SZ,6215,20091211,null
002319.SZ,6215,20091211,null
002320.SZ,6220,20091216,null
002321.SZ,6230,20091216,null
002322.SZ,6220,20091218,null
002323.SZ,6220,20091218,20150520
002323.SZ,6220,20150521,null
002324.SZ,6215,20091218,null
002325.SZ,6220,20091222,null
002326.SZ,6215,20091222,null
002327.SZ,6225,20091230,null
002328.SZ,6225,20091230,null
002329.SZ,6230,20100106,null
002330.SZ,6230,20100106,null
002331.SZ,6245,20100106,null
002332.SZ,6235,20100112,null
002333.SZ,6220,20100112,null
002334.SZ,6220,20100113,null
002335.SZ,6220,20100113,null
002336.SZ,6230,20100113,null
002337.SZ,6220,20100115,null
002338.SZ,6220,20100115,null
002339.SZ,6220,20100122,null
002340.SZ,6215,20100122,null
002341.SZ,6220,20100122,20160205
002341.SZ,6215,20160206,null
002342.SZ,6220,20100126,null
002343.SZ,6215,20100126,20150719
002343.SZ,6225,20150720,null
002344.SZ,6225,20100126,20110724
002344.SZ,6240,20110725,20170301
002344.SZ,6260,20170302,null
002345.SZ,6225,20100128,null
002346.SZ,6220,20100128,20141217
002346.SZ,6220,20141218,null
002347.SZ,6220,20100128,null
002348.SZ,6225,20100203,null
002349.SZ,6235,20100203,null
002350.SZ,6220,20100203,null
002351.SZ,6225,20100205,null
002352.SZ,6215,20100205,20161011
002352.SZ,6220,20161012,null
002353.SZ,6210,20100205,null
002354.SZ,6215,20100209,20141007
002354.SZ,6245,20141008,null
002355.SZ,6225,20100209,null
002356.SZ,6220,20100209,20170427
002356.SZ,6225,20170428,null
002357.SZ,6220,20100210,null
002358.SZ,6220,20100210,null
002359.SZ,6220,20100210,null
002360.SZ,6215,20100303,null
002361.SZ,6215,20100303,null
002362.SZ,6245,20100303,null
002363.SZ,6225,20100305,null
002364.SZ,6220,20100305,null
002365.SZ,6230,20100305,20120501
002365.SZ,6235,20120502,null
002366.SZ,6220,20100312,20150503
002366.SZ,6220,20150504,null
002367.SZ,6220,20100312,null
002368.SZ,6245,20100312,null
002369.SZ,6245,20100316,null
002370.SZ,6235,20100316,null
002371.SZ,6245,20100316,null
002372.SZ,6220,20100318,null
002373.SZ,6245,20100318,20140602
002373.SZ,6245,20140603,null
002374.SZ,6215,20100318,20160315
002374.SZ,6220,20160316,null
002375.SZ,6220,20100323,null
002376.SZ,6245,20100323,null
002377.SZ,6215,20100323,20180425
002377.SZ,6260,20180426,null
002378.SZ,6215,20100331,null
002379.SZ,6215,20100331,null
002380.SZ,6220,20100331,null
002381.SZ,6220,20100402,20150329
